i,id,s,Ts_dis,scr,actCost,estCost,diff,timeSub,largest
39,1,"(1, 2)",1,2,6582.829202,6569.206307,13.62289482,67 milliseconds,0
39,2,"(2, 5)",2,5,6179.826652,6179.818087,0.008564638,62 milliseconds,0
39,3,"(1, 3)",1,3,1924.134351,1923.776297,0.358053478,61 milliseconds,0
39,4,"(1, 4)",1,4,106.6267886,105.6048896,1.021899043,67 milliseconds,0
39,5,"(2, 6)",2,6,2.91E-10,0.000185778,-0.000185778,53 milliseconds,0
39,6,"(2, 1)",2,1,19977.71603,19977.57688,0.139150792,69 milliseconds,0
39,7,"(1, 5)",1,5,1953.225332,1952.770513,0.454818725,56 milliseconds,0
39,8,"(1, 6)",1,6,241.5532209,239.6776768,1.87554403,61 milliseconds,0
39,9,"(2, 2)",2,2,25817.34679,25718.0311,99.31569254,68 milliseconds,0
39,10,"(2, 3)",2,3,2236.431046,2134.467538,101.9635075,71 milliseconds,1
39,11,"(2, 4)",2,4,6.63E-11,0.000136216,-0.000136216,51 milliseconds,0
39,12,"(1, 1)",1,1,4640.040657,4636.544277,3.49638067,70 milliseconds,0
40,1,"(1, 2)",1,2,6610.397898,6588.096644,22.30125431,82 milliseconds,0
40,2,"(2, 5)",2,5,6088.623931,6088.614832,0.009099309,58 milliseconds,0
40,3,"(1, 3)",1,3,1948.096144,1947.603564,0.492579803,62 milliseconds,0
40,4,"(1, 4)",1,4,117.5900748,116.9082641,0.681810648,69 milliseconds,0
