i,id,s,Ts_dis,scr,actCost,estCost,diff,timeSub,largest
41,4,"(2, 1)",2,1,33.49001606703548,6.18853874533128e-5,33.489954181648024,51 milliseconds,0.0
42,1,"(1, 2)",1,2,3986.186022979057,3762.493123425927,223.6928995531298,64 milliseconds,1.0
42,2,"(1, 1)",1,1,269.96988586821436,196.81983684721024,73.15004902100412,65 milliseconds,0.0
42,3,"(2, 2)",2,2,16289.621711629286,16133.782126722064,155.83958490722216,60 milliseconds,0.0
42,4,"(2, 1)",2,1,37.95766439784671,0.00010069966573040008,37.957563698180984,50 milliseconds,0.0
43,1,"(1, 2)",1,2,4427.180397382527,4072.0758713231803,355.1045260593469,57 milliseconds,1.0
43,2,"(1, 1)",1,1,371.9486433785976,330.28114910421505,41.667494274382534,57 milliseconds,0.0
43,3,"(2, 2)",2,2,16371.2337592906,16189.271167878123,181.9625914124772,54 milliseconds,0.0
43,4,"(2, 1)",2,1,37.96586686763905,1.907326729429002e-5,37.965847794371754,59 milliseconds,0.0
44,1,"(1, 2)",1,2,4117.722590641849,4013.4066214738605,104.31596916798844,73 milliseconds,0.0
44,2,"(1, 1)",1,1,321.29054591376956,268.8177847561424,52.47276115762719,69 milliseconds,0.0
44,3,"(2, 2)",2,2,16347.739260687933,16166.274003461047,181.46525722688602,58 milliseconds,1.0
44,4,"(2, 1)",2,1,37.96487310042389,2.446885084699366e-5,37.96484863157304,51 milliseconds,0.0
45,1,"(1, 2)",1,2,4038.0783127378477,3892.2145247821804,145.86378795566725,67 milliseconds,1.0
45,2,"(1, 1)",1,1,327.93224154960615,262.5910525581861,65.34118899142004,68 milliseconds,0.0
45,3,"(2, 2)",2,2,16132.442678747355,16004.789387616247,127.65329113110784,62 milliseconds,0.0
45,4,"(2, 1)",2,1,18.740300391530567,5.760168662790932e-5,18.74024278984394,48 milliseconds,0.0
46,1,"(1, 2)",1,2,3938.3467782799903,3830.0770534258627,108.26972485412762,68 milliseconds,0.0
46,2,"(1, 1)",1,1,313.1160672481347,246.52320315384796,66.59286409428674,72 milliseconds,0.0
46,3,"(2, 2)",2,2,16010.792470702982,15842.6224903104,168.16998039258215,60 milliseconds,1.0
46,4,"(2, 1)",2,1,3.5551012844913377,2.8096438664927333e-5,3.5550731880526727,55 milliseconds,0.0
47,1,"(1, 2)",1,2,3944.877109388672,3797.6411944243814,147.2359149642907,63 milliseconds,1.0
47,2,"(1, 1)",1,1,352.2765315317606,289.5804579443539,62.696073587406715,64 milliseconds,0.0
47,3,"(2, 2)",2,2,15844.090241319976,15773.120881363771,70.96935995620515,61 milliseconds,0.0
47,4,"(2, 1)",2,1,37.95391107935896,8.147543865267044e-5,37.953829603920305,47 milliseconds,0.0
48,1,"(1, 2)",1,2,3879.285141152517,3748.1942530278807,131.09088812463642,54 milliseconds,1.0
48,2,"(1, 1)",1,1,422.3427464890932,358.02758217227006,64.31516431682314,56 milliseconds,0.0
48,3,"(2, 2)",2,2,15754.324742351639,15672.437516326632,81.88722602500638,60 milliseconds,0.0
48,4,"(2, 1)",2,1,16.757528823158715,8.697880056401693e-6,16.75752012527866,54 milliseconds,0.0
49,1,"(1, 2)",1,2,4192.048625500475,3983.7896713494056,208.2589541510697,61 milliseconds,1.0
49,2,"(1, 1)",1,1,506.5053328968771,466.79631500616756,39.70901789070956,63 milliseconds,0.0
49,3,"(2, 2)",2,2,15699.129426744212,15611.3423505763,87.78707616791144,66 milliseconds,0.0
49,4,"(2, 1)",2,1,17.371957014978275,3.533134339955144e-5,17.371921683634874,50 milliseconds,0.0
50,1,"(1, 2)",1,2,4019.501371482809,3920.8415886165576,98.65978286625159,60 milliseconds,1.0
50,2,"(1, 1)",1,1,450.6075187888455,414.8150160195848,35.79250276926069,60 milliseconds,0.0
50,3,"(2, 2)",2,2,15615.315513207632,15519.453221034451,95.86229217318032,57 milliseconds,0.0
50,4,"(2, 1)",2,1,37.960388701988094,2.4351101867645474e-5,37.96036435088622,58 milliseconds,0.0
51,1,"(1, 2)",1,2,3991.5274045997076,3863.982722563038,127.54468203666966,64 milliseconds,1.0
51,2,"(1, 1)",1,1,433.98071667810797,393.77605616611436,40.20466051199361,57 milliseconds,0.0
51,3,"(2, 2)",2,2,15595.031478649096,15494.87433800715,100.15714064194617,61 milliseconds,0.0
51,4,"(2, 1)",2,1,37.95861331990908,2.4411863547619605e-5,37.95858890804553,54 milliseconds,0.0
52,1,"(1, 2)",1,2,4072.1582313986955,3888.3968661209374,183.76136527775816,63 milliseconds,1.0
52,2,"(1, 1)",1,1,480.36284961600404,413.00743808620643,67.3554115297976,64 milliseconds,0.0
52,3,"(2, 2)",2,2,15624.970800188587,15513.55164347156,111.41915671702736,61 milliseconds,0.0
52,4,"(2, 1)",2,1,1.4406060541492594e-10,0.0001237157645534178,-0.0001237156204928124,50 milliseconds,0.0
53,1,"(1, 2)",1,2,3899.106835993035,3845.5837314438972,53.52310454913777,66 milliseconds,0.0
53,2,"(1, 1)",1,1,442.0723739054552,378.2548642420968,63.81750966335841,66 milliseconds,0.0
53,3,"(2, 2)",2,2,15606.297130434352,15485.74431297442,120.55281745993125,60 milliseconds,1.0
53,4,"(2, 1)",2,1,7.195610540617743e-13,1.7579364899723107e-5,-1.7579364180162053e-5,53 milliseconds,0.0
54,1,"(1, 2)",1,2,3958.7202049965426,3857.361611339939,101.35859365660372,64 milliseconds,1.0
54,2,"(1, 1)",1,1,535.8818787144139,454.2399021182695,81.64197659614439,74 milliseconds,0.0
54,3,"(2, 2)",2,2,15923.312231413585,15855.567999128209,67.74423228537671,66 milliseconds,0.0
54,4,"(2, 1)",2,1,2.0730735074886965e-12,5.809369967183904e-5,-5.809369759876553e-5,50 milliseconds,0.0
55,1,"(1, 2)",1,2,3933.10337241659,3763.033155613612,170.07021680297794,60 milliseconds,1.0
55,2,"(1, 1)",1,1,537.1906019977336,445.6288536375682,91.56174836016532,69 milliseconds,0.0
55,3,"(2, 2)",2,2,16111.738921482756,16014.525293706436,97.21362777632021,91 milliseconds,0.0
55,4,"(2, 1)",2,1,2.5457864760779217e-10,9.071504904121155e-5,-9.071479446256394e-5,53 milliseconds,0.0
56,1,"(1, 2)",1,2,3891.1066488526067,3796.025207661061,95.08144119154576,66 milliseconds,0.0
56,2,"(1, 1)",1,1,552.9711743309138,470.9179453894434,82.05322894147037,66 milliseconds,0.0
56,3,"(2, 2)",2,2,16114.019907273178,16015.9204679563,98.09943931687667,62 milliseconds,1.0
56,4,"(2, 1)",2,1,2.935939039675861e-10,5.8128433317395186e-5,-5.812813972349122e-5,53 milliseconds,0.0
57,1,"(1, 2)",1,2,6589.609638933854,3756.275797466089,2833.3338414677646,70 milliseconds,1.0
57,2,"(1, 1)",1,1,525.1457103886265,423.0725667523809,102.07314363624562,57 milliseconds,0.0
57,3,"(2, 2)",2,2,16041.395418231969,15994.863366206537,46.53205202543177,59 milliseconds,0.0
57,4,"(2, 1)",2,1,9.281280564647421e-10,4.068416764326549e-5,-4.068323951520903e-5,50 milliseconds,0.0
58,1,"(1, 2)",1,2,4215.852067104169,3767.900522289609,447.95154481455984,62 milliseconds,1.0
58,2,"(1, 1)",1,1,606.4885662560847,501.04971889646964,105.43884735961507,59 milliseconds,0.0
58,3,"(2, 2)",2,2,15988.98581698886,15944.35688939962,44.62892758923954,60 milliseconds,0.0
58,4,"(2, 1)",2,1,1.9515059482953592e-10,3.848973786119008e-5,-3.848954271059525e-5,61 milliseconds,0.0
59,1,"(1, 2)",1,2,3915.182202435845,3760.527512675761,154.65468976008378,68 milliseconds,1.0
59,2,"(1, 1)",1,1,599.8866036703027,495.44005166702095,104.4465520032818,63 milliseconds,0.0
59,3,"(2, 2)",2,2,15987.045790871376,15942.374518229179,44.67127264219744,65 milliseconds,0.0
59,4,"(2, 1)",2,1,1.9421261214875153e-10,4.2312955209357966e-5,-4.2312760996745814e-5,60 milliseconds,0.0
60,1,"(1, 2)",1,2,4219.395100721583,3669.7201010355093,549.6749996860735,60 milliseconds,1.0
60,2,"(1, 1)",1,1,565.0349233936699,466.8512756331336,98.18364776053636,72 milliseconds,0.0
60,3,"(2, 2)",2,2,16087.494201289175,15935.754082292282,151.74011899689322,57 milliseconds,0.0
60,4,"(2, 1)",2,1,5.185082771237793e-12,2.6475263179001812e-5,-2.647525799391904e-5,51 milliseconds,0.0
61,1,"(1, 2)",1,2,3819.077113510576,3678.3326387102584,140.74447480031768,61 milliseconds,0.0
61,2,"(1, 1)",1,1,606.3652130312925,503.53840615644316,102.8268068748493,67 milliseconds,0.0
61,3,"(2, 2)",2,2,16086.547449649897,15939.085616757902,147.46183289199507,63 milliseconds,1.0
61,4,"(2, 1)",2,1,1.0850227366123967e-8,1.576632119123555e-5,-1.5755470963869426e-5,55 milliseconds,0.0
62,1,"(1, 2)",1,2,3819.1988292218934,3678.502607641868,140.6962215800254,76 milliseconds,1.0
62,2,"(1, 1)",1,1,606.1329789508442,503.2957118665446,102.83726708429958,64 milliseconds,0.0
62,3,"(2, 2)",2,2,15974.253155642004,15928.086107180656,46.167048461347804,54 milliseconds,0.0
62,4,"(2, 1)",2,1,3.178831206113441e-11,6.989742078833857e-5,-6.98973890000265e-5,56 milliseconds,0.0
63,1,"(1, 2)",1,2,3825.365483840314,3644.757662597326,180.60782124298794,60 milliseconds,1.0
63,2,"(1, 1)",1,1,648.0859988185596,533.3422451693801,114.74375364917944,63 milliseconds,0.0
63,3,"(2, 2)",2,2,15871.130420066109,15816.359086670496,54.7713333956126,67 milliseconds,0.0
63,4,"(2, 1)",2,1,18.12276809766557,6.071930775738522e-5,18.122707378357813,56 milliseconds,0.0
64,1,"(1, 2)",1,2,3816.4201766445385,3684.126345704035,132.29383094050354,70 milliseconds,1.0
64,2,"(1, 1)",1,1,640.7125563023623,541.1451236241863,99.56743267817592,58 milliseconds,0.0
64,3,"(2, 2)",2,2,15911.366968181037,15860.99166069709,50.375307483947836,60 milliseconds,0.0
